"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2012","2012",99.71256,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2013","2013",99.72663,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2014","2014",99.73214,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2015","2015",99.73899,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2016","2016",99.74343,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2017","2017",99.73643,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2018","2018",99.75525,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2019","2019",99.77173,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","40505","Central Asia","2020","2020",99.77696,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2004","2004",95.27349,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2005","2005",96.00062,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2006","2006",95.99562,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2007","2007",96.20186,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2009","2009",96.37771,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2010","2010",97.29981,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2011","2011",97.93499,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2012","2012",98.2629,"+","National Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2013","2013",98.40137,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2014","2014",98.49679,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2015","2015",98.57562,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2016","2016",98.77583,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2017","2017",98.81996,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TUR","Turkey","2019","2019",99.07531,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IND","India","2001","2001",76.4257,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IND","India","2006","2006",81.13086,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IND","India","2011","2011",86.14488,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","IND","India","2018","2018",91.66404,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHL","Chile","2002","2002",98.99098,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHL","Chile","2008","2008",99.15358,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHL","Chile","2009","2009",98.87238,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHL","Chile","2011","2011",99.40819,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHL","Chile","2013","2013",99.04828,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHL","Chile","2015","2015",99.35394,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHL","Chile","2017","2017",99.00866,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2000","2000",98.10264,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2001","2001",98.09911,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2002","2002",98.14943,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2003","2003",98.2277,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2004","2004",98.33736,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2005","2005",98.38288,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2006","2006",98.3599,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2007","2007",98.53153,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2008","2008",98.83894,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2009","2009",98.78,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2010","2010",98.72048,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2011","2011",98.31943,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2012","2012",98.34622,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2013","2013",98.34474,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2014","2014",98.54515,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2015","2015",98.62168,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2016","2016",98.63079,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2017","2017",98.64829,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2018","2018",98.63843,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2019","2019",98.66969,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40515","East Asia and the Pacific","2020","2020",98.69638,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRT","Portugal","2011","2011",99.3918,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRT","Portugal","2018","2018",99.62657,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRB","Barbados","2004","2004",99.92,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BRB","Barbados","2014","2014",99.92,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PHL","Philippines","2000","2000",92.545,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PHL","Philippines","2003","2003",91.63449,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PHL","Philippines","2008","2008",95.01213,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PHL","Philippines","2013","2013",96.00834,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PHL","Philippines","2015","2015",98.12325,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PHL","Philippines","2019","2019",95.70573,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2007","2007",98.79446,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2008","2008",97.96424,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2009","2009",98.49729,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2010","2010",98.61045,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2012","2012",98.17792,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2013","2013",98.89913,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2014","2014",98.7138,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2015","2015",98.6536,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2016","2016",98.4506,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2018","2018",98.28152,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2019","2019",98.35523,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PRY","Paraguay","2020","2020",98.64471,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LSO","Lesotho","2000","2000",79.99578,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LSO","Lesotho","2009","2009",65.52196,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LSO","Lesotho","2014","2014",67.74747,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2000","2000",65.72534,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2001","2001",66.13625,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2002","2002",67.36702,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2003","2003",67.74313,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2004","2004",69.06552,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2005","2005",67.91202,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2006","2006",69.28976,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2007","2007",67.80931,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2008","2008",67.98418,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2009","2009",68.43127,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2010","2010",69.32857,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2011","2011",71.13317,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2012","2012",72.55116,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2013","2013",73.35711,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2014","2014",74.02563,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2015","2015",74.59937,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2016","2016",75.09202,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2017","2017",75.71295,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2018","2018",76.09966,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2019","2019",76.50414,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40540","Sub-Saharan Africa","2020","2020",76.90104,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KAZ","Kazakhstan","2009","2009",99.80391,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KAZ","Kazakhstan","2010","2010",99.94014,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KAZ","Kazakhstan","2018","2018",99.94014,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BTN","Bhutan","2005","2005",74.40521,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BTN","Bhutan","2012","2012",86.05901,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BTN","Bhutan","2017","2017",93.09063,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CYP","Cyprus","2001","2001",99.81524,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CYP","Cyprus","2011","2011",99.83831,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DZA","Algeria","2002","2002",86.13399,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DZA","Algeria","2006","2006",89.13824,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DZA","Algeria","2008","2008",91.73993,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DZA","Algeria","2018","2018",97.25216,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2006","2006",81.00382,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2007","2007",79.66213,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2008","2008",81.3595,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2009","2009",81.81795,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2010","2010",82.30802,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2011","2011",83.01564,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2013","2013",84.67035,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2015","2015",86.2171,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2016","2016",86.32642,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2017","2017",86.67364,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2018","2018",87.23414,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","2019","2019",87.31859,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLT","Malta","2005","2005",99.11073,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLT","Malta","2011","2011",99.38657,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLT","Malta","2018","2018",99.56088,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40612","Asia (Central)","2000","2000",99.4392,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40612","Asia (Central)","2001","2001",99.46779,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40612","Asia (Central)","2002","2002",99.5003,,
