indicator_name,age_demographic,sex_demographic,location,country,year,literacy_rate,lit_flag_codes,lit_flags,pop_flag_codes,pop_flags,population,youth_goal_met,illiteracy_rate,illiterate_population
Adult literacy rate,15+ years,Female,40505,Central Asia,2009,0.9967035,,,,,,,0.0032965000000000355,
Adult literacy rate,15+ years,Female,40505,Central Asia,2010,0.9969524,,,,,,,0.003047600000000039,
Adult literacy rate,15+ years,Female,40505,Central Asia,2011,0.9970031,,,,,,,0.002996899999999969,
Adult literacy rate,15+ years,Female,40505,Central Asia,2012,0.9971256,,,,,,,0.0028744000000000547,
Adult literacy rate,15+ years,Female,40505,Central Asia,2013,0.9972663,,,,,,,0.00273369999999995,
Adult literacy rate,15+ years,Female,40505,Central Asia,2014,0.9973214,,,,,,,0.0026785999999999754,
Adult literacy rate,15+ years,Female,40505,Central Asia,2015,0.9973899,,,,,,,0.0026100999999999486,
Adult literacy rate,15+ years,Female,40505,Central Asia,2016,0.9974343,,,,,,,0.002565700000000004,
Adult literacy rate,15+ years,Female,40505,Central Asia,2017,0.9973643,,,,,,,0.0026357000000000186,
Adult literacy rate,15+ years,Female,40505,Central Asia,2018,0.9975525000000001,,,,,,,0.002447499999999936,
Adult literacy rate,15+ years,Female,40505,Central Asia,2019,0.9977173,,,,,,,0.002282699999999971,
Adult literacy rate,15+ years,Female,40505,Central Asia,2020,0.9977696,,,,,,,0.0022303999999999657,
Adult literacy rate,15+ years,Male,TUR,Turkey,2004,0.9527348999999999,,,,,47595000,,0.04726510000000006,2249582.434500003
Adult literacy rate,15+ years,Male,TUR,Turkey,2005,0.9600062,,,,,48482000,,0.03999379999999997,1938979.4115999984
Adult literacy rate,15+ years,Male,TUR,Turkey,2006,0.9599562,,,,,49359000,,0.04004379999999996,1976521.9241999981
Adult literacy rate,15+ years,Male,TUR,Turkey,2007,0.9620186,,,,,50191000,,0.037981400000000054,1906324.4474000027
Adult literacy rate,15+ years,Male,TUR,Turkey,2009,0.9637770999999999,,,,,51906000,,0.03622290000000006,1880185.847400003
Adult literacy rate,15+ years,Male,TUR,Turkey,2010,0.9729981,,,,,52870000,,0.027001900000000023,1427590.4530000011
Adult literacy rate,15+ years,Male,TUR,Turkey,2011,0.9793499,,,,,53880000,,0.020650100000000005,1112627.3880000003
Adult literacy rate,15+ years,Male,TUR,Turkey,2012,0.982629,+,National Estimation,,,54960000,,0.017371000000000025,954710.1600000014
Adult literacy rate,15+ years,Male,TUR,Turkey,2013,0.9840137,,,,,56092000,,0.01598630000000001,896703.5396000005
Adult literacy rate,15+ years,Male,TUR,Turkey,2014,0.9849679,,,,,57251000,,0.015032099999999993,860602.7570999996
Adult literacy rate,15+ years,Male,TUR,Turkey,2015,0.9857562,,,,,58426000,,0.014243800000000029,832208.2588000017
Adult literacy rate,15+ years,Male,TUR,Turkey,2016,0.9877583,,,,,59612000,,0.012241700000000022,729752.2204000013
Adult literacy rate,15+ years,Male,TUR,Turkey,2017,0.9881996,,,,,60836000,,0.011800400000000044,717889.1344000027
Adult literacy rate,15+ years,Male,TUR,Turkey,2019,0.9907531,,,,,63164000,,0.009246899999999947,584071.1915999966
Youth literacy rate,15-24 years,Both Sexes,IND,India,2001,0.7642570000000001,,,,,209427000,,0.23574299999999992,49370949.260999985
Youth literacy rate,15-24 years,Both Sexes,IND,India,2006,0.8113085999999999,,,,,226818000,,0.18869140000000006,42798605.965200014
Youth literacy rate,15-24 years,Both Sexes,IND,India,2011,0.8614488,,,,,236244000,,0.13855119999999999,32731889.692799997
Youth literacy rate,15-24 years,Both Sexes,IND,India,2018,0.9166404,‡,UIS Estimation,,,246377000,FALSE,0.08335959999999998,20537888.169199996
Youth literacy rate,15-24 years,Both Sexes,CHL,Chile,2002,0.9899098,,,,,2624000,,0.010090200000000049,26476.68480000013
Youth literacy rate,15-24 years,Both Sexes,CHL,Chile,2008,0.9915358000000001,,,,,2839000,,0.008464199999999922,24029.863799999777
Youth literacy rate,15-24 years,Both Sexes,CHL,Chile,2009,0.9887238,,,,,2869000,,0.011276199999999958,32351.41779999988
Youth literacy rate,15-24 years,Both Sexes,CHL,Chile,2011,0.9940819000000001,,,,,2892000,,0.005918099999999926,17115.145199999788
Youth literacy rate,15-24 years,Both Sexes,CHL,Chile,2013,0.9904828000000001,,,,,2868000,,0.009517199999999892,27295.32959999969
Youth literacy rate,15-24 years,Both Sexes,CHL,Chile,2015,0.9935394,,,,,2812000,,0.0064606000000000385,18167.20720000011
Youth literacy rate,15-24 years,Both Sexes,CHL,Chile,2017,0.9900866,,,,,2775000,TRUE,0.009913399999999961,27509.684999999892
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2000,0.9810264,,,,,,,0.018973600000000035,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2001,0.9809911,,,,,,,0.019008899999999995,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2002,0.9814942999999999,,,,,,,0.01850570000000007,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2003,0.982277,,,,,,,0.017723000000000044,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2004,0.9833736000000001,,,,,,,0.01662639999999993,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2005,0.9838288,,,,,,,0.016171200000000052,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2006,0.983599,,,,,,,0.016401,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2007,0.9853153,,,,,,,0.014684699999999995,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2008,0.9883894,,,,,,,0.011610600000000026,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2009,0.9878,,,,,,,0.012199999999999989,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2010,0.9872048,,,,,,,0.012795200000000007,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2011,0.9831943,,,,,,,0.016805700000000034,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2012,0.9834622000000001,,,,,,,0.016537799999999936,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2013,0.9834474,,,,,,,0.01655260000000003,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2014,0.9854515,,,,,,,0.014548499999999964,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2015,0.9862168,,,,,,,0.013783199999999995,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2016,0.9863079,,,,,,,0.013692099999999985,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2017,0.9864829,,,,,,,0.013517099999999949,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2018,0.9863843,,,,,,,0.013615700000000008,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2019,0.9866969,,,,,,,0.013303100000000012,
Youth literacy rate,15-24 years,Male,40515,East Asia and the Pacific,2020,0.9869638000000001,,,,,,TRUE,0.013036199999999942,
Youth literacy rate,15-24 years,Male,PRT,Portugal,2011,0.9939180000000001,,,,,1145000,,0.006081999999999921,6963.889999999909
Youth literacy rate,15-24 years,Male,PRT,Portugal,2018,0.9962657,‡,UIS Estimation,,,1075000,TRUE,0.003734299999999968,4014.372499999966
Youth literacy rate,15-24 years,Male,BRB,Barbados,2004,0.9992,‡,UIS Estimation,,,39000,,8.000000000000229e-4,31.200000000000895
Youth literacy rate,15-24 years,Male,BRB,Barbados,2014,0.9992,‡,UIS Estimation,,,38000,TRUE,8.000000000000229e-4,30.400000000000873
Adult literacy rate,15+ years,Male,PHL,Philippines,2000,0.92545,,,,,47989000,,0.07455,3577579.95
Adult literacy rate,15+ years,Male,PHL,Philippines,2003,0.9163449,‡,UIS Estimation,,,51756000,,0.08365509999999998,4329653.355599999
Adult literacy rate,15+ years,Male,PHL,Philippines,2008,0.9501213,,,,,58767000,,0.049878700000000054,2931221.562900003
Adult literacy rate,15+ years,Male,PHL,Philippines,2013,0.9600834,,,,,66270000,,0.03991659999999997,2645273.081999998
Adult literacy rate,15+ years,Male,PHL,Philippines,2015,0.9812325,,,,,69149000,,0.018767500000000048,1297753.8575000034
Adult literacy rate,15+ years,Male,PHL,Philippines,2019,0.9570573,,,,,75167000,,0.0429427,3227873.9309
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2007,0.9879446000000001,,,,,1260000,,0.012055399999999938,15189.803999999922
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2008,0.9796424,,,,,1275000,,0.020357599999999976,25955.93999999997
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2009,0.9849729,,,,,1289000,,0.01502709999999996,19369.93189999995
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2010,0.9861045,,,,,1303000,,0.01389549999999995,18105.836499999936
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2012,0.9817792,,,,,1325000,,0.018220800000000037,24142.56000000005
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2013,0.9889913,,,,,1337000,,0.011008699999999982,14718.631899999977
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2014,0.9871380000000001,,,,,1345000,,0.012861999999999929,17299.389999999905
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2015,0.986536,,,,,1350000,,0.013464000000000031,18176.40000000004
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2016,0.984506,,,,,1352000,,0.015494000000000008,20947.88800000001
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2018,0.9828152,,,,,1346000,,0.0171848,23130.7408
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2019,0.9835523,,,,,1342000,,0.016447699999999954,22072.813399999937
Youth literacy rate,15-24 years,Both Sexes,PRY,Paraguay,2020,0.9864471,,,,,1337000,TRUE,0.013552899999999979,18120.227299999973
Adult literacy rate,15+ years,Male,LSO,Lesotho,2000,0.7999577999999999,,,,,1220000,,0.20004220000000006,244051.48400000008
Adult literacy rate,15+ years,Male,LSO,Lesotho,2009,0.6552196000000001,‡,UIS Estimation,,,1286000,,0.3447803999999999,443387.5943999998
Adult literacy rate,15+ years,Male,LSO,Lesotho,2014,0.6774747000000001,‡,UIS Estimation,,,1353000,,0.3225252999999999,436376.73089999985
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2000,0.6572534,,,,,,,0.3427466,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2001,0.6613625000000001,,,,,,,0.3386374999999999,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2002,0.6736702,,,,,,,0.3263298,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2003,0.6774313,,,,,,,0.32256870000000004,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2004,0.6906552,,,,,,,0.3093448,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2005,0.6791202,,,,,,,0.32087980000000005,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2006,0.6928976,,,,,,,0.3071024,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2007,0.6780931,,,,,,,0.3219069,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2008,0.6798417999999999,,,,,,,0.32015820000000006,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2009,0.6843127,,,,,,,0.3156873,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2010,0.6932857,,,,,,,0.3067143,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2011,0.7113317000000001,,,,,,,0.2886682999999999,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2012,0.7255115999999999,,,,,,,0.2744884000000001,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2013,0.7335711,,,,,,,0.26642889999999997,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2014,0.7402563000000001,,,,,,,0.2597436999999999,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2015,0.7459937,,,,,,,0.2540063,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2016,0.7509202,,,,,,,0.24907979999999996,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2017,0.7571295,,,,,,,0.2428705,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2018,0.7609966,,,,,,,0.23900339999999998,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2019,0.7650414000000001,,,,,,,0.2349585999999999,
Youth literacy rate,15-24 years,Both Sexes,40540,Sub-Saharan Africa,2020,0.7690104,,,,,,FALSE,0.23098960000000002,
Youth literacy rate,15-24 years,Male,KAZ,Kazakhstan,2009,0.9980391000000001,,,,,3135000,,0.001960899999999932,6147.421499999788
Youth literacy rate,15-24 years,Male,KAZ,Kazakhstan,2010,0.9994014,‡,UIS Estimation,,,3127000,,5.986000000000047e-4,1871.8222000000146
Youth literacy rate,15-24 years,Male,KAZ,Kazakhstan,2018,0.9994014,‡,UIS Estimation,,,2291000,TRUE,5.986000000000047e-4,1371.3926000000108
Youth literacy rate,15-24 years,Both Sexes,BTN,Bhutan,2005,0.7440521,,,,,146000,,0.2559479,37368.3934
Youth literacy rate,15-24 years,Both Sexes,BTN,Bhutan,2012,0.8605901,,,,,156000,,0.13940989999999998,21747.944399999997
Youth literacy rate,15-24 years,Both Sexes,BTN,Bhutan,2017,0.9309063000000001,,,,,151000,FALSE,0.06909369999999992,10433.148699999989
Youth literacy rate,15-24 years,Female,CYP,Cyprus,2001,0.9981524,,,,,163000,,0.0018475999999999493,301.15879999999174
Youth literacy rate,15-24 years,Female,CYP,Cyprus,2011,0.9983831000000001,,,,,190000,TRUE,0.0016168999999999212,307.210999999985
Youth literacy rate,15-24 years,Female,DZA,Algeria,2002,0.8613398999999999,,,,,7339000,,0.13866010000000006,1017626.4739000004
Youth literacy rate,15-24 years,Female,DZA,Algeria,2006,0.8913823999999999,,,,,7631000,,0.10861760000000009,828860.9056000008
Youth literacy rate,15-24 years,Female,DZA,Algeria,2008,0.9173993,,,,,7609000,,0.08260069999999997,628508.7262999997
Youth literacy rate,15-24 years,Female,DZA,Algeria,2018,0.9725216,‡,UIS Estimation,,,6070000,TRUE,0.027478400000000014,166793.8880000001
Adult literacy rate,15+ years,Female,SLV,El Salvador,2006,0.8100382,,,,,4005000,,0.18996179999999996,760797.0089999998
Adult literacy rate,15+ years,Female,SLV,El Salvador,2007,0.7966213000000001,,,,,4060000,,0.2033786999999999,825717.5219999996
Adult literacy rate,15+ years,Female,SLV,El Salvador,2008,0.813595,,,,,4113000,,0.18640500000000004,766683.7650000001
Adult literacy rate,15+ years,Female,SLV,El Salvador,2009,0.8181795,,,,,4169000,,0.18182050000000005,758009.6645000002
Adult literacy rate,15+ years,Female,SLV,El Salvador,2010,0.8230802,,,,,4227000,,0.17691979999999996,747839.9945999999
Adult literacy rate,15+ years,Female,SLV,El Salvador,2011,0.8301564,,,,,4286000,,0.16984359999999998,727949.6695999999
Adult literacy rate,15+ years,Female,SLV,El Salvador,2013,0.8467034999999999,,,,,4415000,,0.15329650000000006,676804.0475000002
Adult literacy rate,15+ years,Female,SLV,El Salvador,2015,0.862171,,,,,4531000,,0.13782899999999998,624503.1989999999
Adult literacy rate,15+ years,Female,SLV,El Salvador,2016,0.8632642,,,,,4586000,,0.13673579999999996,627070.3787999998
Adult literacy rate,15+ years,Female,SLV,El Salvador,2017,0.8667364000000001,,,,,4635000,,0.13326359999999993,617676.7859999996
Adult literacy rate,15+ years,Female,SLV,El Salvador,2018,0.8723413999999999,,,,,4679000,,0.12765860000000007,597314.5894000003
Adult literacy rate,15+ years,Female,SLV,El Salvador,2019,0.8731859,,,,,4720000,,0.12681410000000004,598562.5520000001
Youth literacy rate,15-24 years,Female,MLT,Malta,2005,0.9911073,,,,,58000,,0.008892699999999976,515.7765999999986
Youth literacy rate,15-24 years,Female,MLT,Malta,2011,0.9938657000000001,,,,,56000,,0.006134299999999926,343.52079999999586
Youth literacy rate,15-24 years,Female,MLT,Malta,2018,0.9956088,‡,UIS Estimation,,,49000,TRUE,0.0043912000000000395,215.16880000000194
Adult literacy rate,15+ years,Male,40612,Asia (Central),2000,0.9943919999999999,,,,,,,0.005608000000000057,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2001,0.9946778999999999,,,,,,,0.005322100000000107,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2002,0.995003,,,,,,,0.004997000000000029,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2003,0.9953147,,,,,,,0.004685300000000003,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2004,0.9956095,,,,,,,0.004390499999999964,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2005,0.9958874,,,,,,,0.004112600000000022,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2006,0.995949,,,,,,,0.004051000000000027,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2007,0.9961834,,,,,,,0.003816599999999948,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2008,0.9964073,,,,,,,0.0035927000000000042,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2009,0.9984872,,,,,,,0.0015127999999999808,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2010,0.9986505999999999,,,,,,,0.0013494000000000561,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2011,0.9987309000000001,,,,,,,0.001269099999999912,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2012,0.9987823,,,,,,,0.0012176999999999882,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2013,0.9988336,,,,,,,0.0011664000000000119,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2014,0.9988397,,,,,,,0.001160300000000003,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2015,0.9988991,,,,,,,0.0011008999999999602,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2016,0.9989342000000001,,,,,,,0.0010657999999998946,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2017,0.9989566999999999,,,,,,,0.0010433000000000803,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2018,0.9988848,,,,,,,0.0011151999999999829,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2019,0.9990161000000001,,,,,,,9.838999999999265e-4,
Adult literacy rate,15+ years,Male,40612,Asia (Central),2020,0.9990260000000001,,,,,,,9.739999999999194e-4,
Adult literacy rate,15+ years,Female,THA,Thailand,2000,0.9051602,,,,,47857000,,0.09483980000000003,4538748.308600001
Adult literacy rate,15+ years,Female,THA,Thailand,2005,0.9152957,,,,,51491000,,0.08470429999999995,4361509.111299998
Adult literacy rate,15+ years,Female,THA,Thailand,2010,0.9642704999999999,,,,,54304000,,0.03572950000000008,1940254.7680000043
Adult literacy rate,15+ years,Female,THA,Thailand,2013,0.9224916000000001,,,,,55543000,,0.07750839999999992,4305049.061199996
Adult literacy rate,15+ years,Female,THA,Thailand,2015,0.9119193,,,,,56363000,,0.08808070000000001,4964492.494100001
Adult literacy rate,15+ years,Female,THA,Thailand,2018,0.9242856,,,,,57566000,,0.07571439999999996,4358575.150399998
Youth literacy rate,15-24 years,Female,SDN,Sudan,2000,0.7233138,,,,,5423000,,0.2766862,1500469.2626
Youth literacy rate,15-24 years,Female,SDN,Sudan,2008,0.6271716,,,,,6356000,,0.37282839999999995,2369697.3104
Youth literacy rate,15-24 years,Female,SDN,Sudan,2018,0.7349,‡,UIS Estimation,,,8501000,FALSE,0.2651,2253615.1
Adult literacy rate,15+ years,Female,40344,Small Island Developing States,2000,0.8057626,,,,,,,0.1942374,
Adult literacy rate,15+ years,Female,40344,Small Island Developing States,2001,0.8088808000000001,,,,,,,0.19111919999999993,
